,alamat_jalan,batas_barat,batas_selatan,batas_timur,batas_utara,bujur,cagar_budaya_id,desa_kelurahan,kabupaten_kota,kecamatan,kode_pengelolaan,lintang,nama,nomor_penetapan,pemilik,pengelola,propinsi,tanggal_penetapan
211,-,"Jalan Dukuh Palerejo, Desa Bokoharjo",Taman Wisata Candi Prambanan,"Jalan Dukuh Bener, Desa Bugisan",Sawah Desa Candirejo,110.4928440,16372EDC-C185-4C93-9157-E1A78F1CE30D,Tlugu,Kab. Klaten,Kec. Prambanan,KB000346,-7.7439300,Candi Sewu ,173/M/1998,Suaka Peninggalan Sejarah dan Purbakala Jawa Tengah,-,Prop. Jawa Tengah,1998-07-16 00:00:00.000
212,-,Ladang Penduduk,Jalan Desa,Ladang Penduduk,Jalan Desa,110.4960243,2262E40C-7B70-40A8-9237-5BCB86070AA2,Kebondallem Kidul,Kab. Klaten,Kec. Prambanan,KB000396,-7.7610710,Candi Sojiwan,PM.57/PW.007/MKP/2010,BP3 Jawa Tengah,BP3 Jawa Tengah,Prop. Jawa Tengah,2010-06-22 00:00:00.000
213,-,Permukiman Penduduk,Permukiman Penduduk,Hutan Lindung Perhutani,Tebing Untuk Lahan Pertanian,111.1312920,DF97E396-B297-4A3B-BFEA-CBC557D7632A,Berjo,Kab. Karanganyar,Kec. Ngargoyoso,KB000364,-7.6402780,Candi Sukuh,PM.24/PW.007/MKP/2007,BP3 Jawa Tengah,BP3 Jawa Tengah,Prop. Jawa Tengah,2007-03-26 00:00:00.000
214,-,Ladang,Makam,Ladang,Jalan Desa,110.5212900,84CABB9F-C141-4637-85AB-9960F054744E,Klero,Kab. Semarang,Kec. Tengaran,KB000394,-7.4124770,Candi Tengaran/ Candi Klero,PM.57/PW.007/MKP/2010,BP3 Jawa Tengah,BP3 Jawa Tengah,Prop. Jawa Tengah,2010-06-22 00:00:00.000
215,-,Persawahan,Persawahan,Persawahan,Persawahan,110.2970390,B2B9722B-752A-4830-9BE4-81152C112624,Kartoharjo,Kab. Magelang,Kec. Grabag,KB000398,-7.3596230,Candi Umbul atau Candi Panas ,PM.57/PW.007/MKP/2010,BP3 Jawa Tengah,Dinas Pariwisata Magelang dan BP3 Jateng,Prop. Jawa Tengah,2010-06-22 00:00:00.000
216,-,-,-,-,-,110.8344880,29824A2E-76DD-462D-917D-8B5C24E81DCE,-,Kab. Sragen,Kec. Kalijambe,KB000339,-7.4557520,Daerah Sangiran,070/O/1977 - 173/M/1998,-,-,Prop. Jawa Tengah,1998-07-16 00:00:00.000
217,Letjen Suprapto No. 32,Jalan Branjangan (Gudang ITC),Jalan Letjen Suprapto (Perkantoran),Jalan Perkutut (Perkantoran),Jalan TMN Sri Gunting (Asrama CPM),110.4274670,6F4375FF-8B75-485F-A8CA-C0495FF212FB,Tanjungmas,Kota Semarang,Kec. Semarang Utara,KB000372,-6.9681980,Gereja Blenduk (GPIB Imanuel),PM.24/PW.007/MKP/2007,Yayasan/Badan Gereja Protestan di Indonesia Bagian Barat,-,Prop. Jawa Tengah,2007-03-26 00:00:00.000
218,Karangjoso,Permukiman,Permukiman,Sawah,Sawah,109.8640500,4600A5C2-08CD-4FBC-A5F7-AADCEB4CE3F3,Langenrejo,Kab. Purworejo,Kec. Butuh,KB000381,-7.7723740,Gereja Kyai Sadrah,PM.57/PW.007/MKP/2010,Ahli Waris Kyai Sadrah,Keluarga Supono dan Purwanto,Prop. Jawa Tengah,2010-06-22 00:00:00.000
219,DR. Radjiman,Kel. Pajang Kab. Sukoharjo,Sungai Jenes (Sungai Kabanaran) Kabupaten Sukoharjo,Kelurahan Bumi,Jalan Dr. Radjiman - Kelurahan Sondakan,110.7962370,5D4CB5C7-1E7A-4AEA-8F0D-A24B6BC211D5,Laweyan,Kota Surakarta,Kec. Laweyan,KB000356,-7.5695470,Kawasan Laweyan,PM.03/PW.007/MKP/2010,Masyarakat,Masyarakat dan Pemerintah Kota Surakarta,Prop. Jawa Tengah,2010-01-08 00:00:00.000
220,-,,,,,110.8155560,A3E27E84-F341-4D76-945D-F5869246BB12,-,Kab. Karanganyar,Kec. Gondangrejo,KB000348,-7.4636110,Kawasan Sangiran,Kepmen 173/M/1998,,,Prop. Jawa Tengah,
221,Gang Lombok No. 62,Kios dan Bengkel Las,Kios dan Bengkel Las,Pertokoan dan Permukiman Soe Tik,Rumah Kumpulan Kong,110.4279400,2E840988-3D51-47FF-BB89-4F4B00ACE350,Purwodinatan,Kota Semarang,Kec. Semarang Tengah,KB000375,-6.9741020,Kelenteng Tay Kak Sie,PM.57/PW.007/MKP/2010,Masyarakat/Yayasan Kelenteng Tay Kak Sie,Yayasan Kelenteng Tay Kak Sie,Prop. Jawa Tengah,2010-06-22 00:00:00.000
222,-,Jalan Yos Sudarso,Jalan Jero Benteng Wetan,,Jalan Slamet Riyadi,110.8280830,54AB90C9-3B0C-46B7-8B09-8521069C864E,Baluawarti,Kota Surakarta,Kec. Pasarkliwon,KB000359,-7.5764430,Keraton Kasunanan,PM.03/PW.007/MKP/2010,Keraton Kasunanan Surakarta,-,Prop. Jawa Tengah,2010-01-08 00:00:00.000
223,-,Permukiman,Permukiman,Jl. Poros Jeporo - Kudus Utara,Permukiman,110.8323040,F3B3D4A6-CCD9-480E-9658-5AC96AFA47AB,Kauman,Kab. Kudus,Kec. Kota Kudus,KB000334,-6.8040470,Komplek Peninggalan Sunan Kudus,049/M/1999,Negara,-,Prop. Jawa Tengah,1999-03-25 00:00:00.000
224,Jalan Ronggowarsito no. 8,Jalan MT. Haryono,Pertokoan,Jalan Kompol. Maksun,Gedung Perkantoran,110.4290340,97379499-B6A3-46E8-823C-32B08E77FF04,Semarang,Kota Semarang,Kec. Semarang Barat,KB000399,-6.9767090,Kompleks Fransiscan Xaverius,PM.57/PW.007/MKP/2010,Yayasan Marsudirini,Yayasan Marsudirini,Prop. Jawa Tengah,2010-06-22 00:00:00.000
225,Glagahwangi,Permukiman,Kali Tuntang,Permukiman,Persawahan,110.5770830,2EBD2224-F4A9-4E61-B2F1-989A9FF485BA,Kenep,Kab. Demak,Kec. Demak,KB000387,-6.8933060,"Kompleks Makam Astana Gedhong Kenep, Glagah Wangi",PM.57/PW.007/MKP/2010,-,Yayasan Karaton Glagah Wangi Dhimak,Prop. Jawa Tengah,2010-06-22 00:00:00.000
226,Bukit Jabalkat,Gunung Bagedod,Sungai Bengawan Solo,Gunung Karang,Gunung Cakaran,110.6328180,7E440787-D71D-445A-BC19-14A7A169DDE5,Paseban,Kab. Klaten,Kec. Bayat,KB000373,-7.7809440,Kompleks Makam Bayat,PM.57/PW.007/MKP/2010,Pemerintah Daerah Klaten,Dinas Pariwisata Klaten,Prop. Jawa Tengah,2010-06-22 00:00:00.000
227,-,Sungai Bakuntreng dan Perumahan Penduduk,Jalan Desa,Jalan Desa,Jalan Desa,110.6755000,8EF5C0B9-7B1C-4811-B618-255B000681D3,Bendan ,Kab. Boyolali,Kec. Banyudono,KB000360,-7.5509440,Kompleks Masjid Ciptomulyo,PM.03/PW.007/MKP/2010,Pemerintah Kabupaten Boyolali,-,Prop. Jawa Tengah,2010-01-08 00:00:00.000
228,-,Hutan Lindung Perhutani,Permukiman Penduduk,Hutan Lindung Perhutani,Hutan Lindung Perhutani,110.3294440,44B62B05-814B-4E4D-87E6-BAC13ECABA90,Candi,Kab. Semarang,Kec. Ambarawa,KB000370,-7.2016670,Kompleks Percandian Gedongsongo,PM.24/PW.007/MKP/2007,Departemen Pendidikan dan Kebudayaan Jakarta,-,Prop. Jawa Tengah,2007-03-26 00:00:00.000
229,-,Tegalan,Tegalan dan Dukuh Balong,Tegalan,Dukuh Cabean,110.5390000,39ABED60-3FBA-4ADF-980E-0FF3108F3D3D,Cabean Kunti,Kab. Boyolali,Kec. Cepogo,KB000362,-7.5032780,Kompleks Petirtaan Cabean Kunti,PM.03/PW.007/MKP/2010,Pemerintah,Suaka Peninggalan Sejarah dan Purbakala Jawa Tengah,Prop. Jawa Tengah,2010-01-08 00:00:00.000
230,Jalan Dr. Soesanto No. 114,Jalan Dr. Soesanto,Perumahan,Jalan Lingkungan,Sawah dan Perumahan,111.0440220,958AC0E8-24F9-4F46-A744-A695ECFDCF64,Kutoharjo,Kab. Pati,Kec. Pati,KB000377,-6.7391430,Kompleks RSUD RAA Soewondo Pati,PM.57/PW.007/MKP/2010,Pemerintah Kabupaten Pati,RSUD RAA Soewondo Pati,Prop. Jawa Tengah,2010-06-22 00:00:00.000
231,-,"SPBU Jebres, Jl. Urip Sumoharjo","Jalan WZ. Johanes, Pasar Ledoksari",Tanah Milik Pemda Surakarta dan Permukiman Penduduk,Permukiman Penduduk Kmg Kenungan,110.8392430,14CD80C2-A776-4C5F-A5CA-83B3E7B8AC7D,Jebres,Kota Surakarta,Kec. Jebres,KB000384,-7.5623580,Kompleks Stasiun Jebres,PM.57/PW.007/MKP/2010,PT. KAI,PT. KAI,Prop. Jawa Tengah,2010-06-22 00:00:00.000
232,-,Lereng Bukit Jabalkat,Jalan Bendogantungan Desa Melikan,Lereng Bukit Jabalkat,Tanah Pekarangan Milik Masyarakat,110.6333790,E9EF197E-3842-4C60-9570-AD87BDE072B1,Paseban,Kab. Klaten,Kec. Bayat,KB000351,-7.7816160,Makam dan Masjid Gala,299/M/1999,Negara,-,Prop. Jawa Tengah,1999-11-29 00:00:00.000
233,-,Pondok Pesantren Darul Ulum,Jalan Desa,Permukiman Penduduk,Sungai,110.6685090,376C6CCC-533E-4E9B-A452-B30EAA36079B,Mantingan,Kab. Jepara,Kec. Jepara,KB000350,-6.6193830,Makam dan Masjid Mantingan ,299/M/1999,Negara,-,Prop. Jawa Tengah,1999-11-29 00:00:00.000
234,-,"Tanah Milik Sarijo, Hutan Lindung/Tanah Perhutani",Tanah Sukiyono dan Broto,Tanah H. Abdul Haris dan R. Kartodirono,"Hutan Lindung/Tanah Perhutani, Pemakaman Umum",110.8988980,64ABFD50-DD69-4286-8469-D517EB1DC97C,Colo,Kab. Kudus,Kec. Dawe,KB000349,-6.6660720,Makam dan Masjid Sunan Muria ,299/M/1999,Negara,-,Prop. Jawa Tengah,1999-11-29 00:00:00.000
235,-,Sungai Bogowonto,Jalan Kampung,Jalan Kampung,Halaman Rumah Penduduk,110.0291190,8D3C80AD-6D97-49F9-AC6B-2BDD4304117C,Bagelen,Kab. Purworejo,Kec. Bagelen,KB000352,-7.8290680,Makam dan Santren ,299/M/1999,Negara,-,Prop. Jawa Tengah,1999-11-29 00:00:00.000
236,-,,,,,110.8085650,E354A4AD-DF69-4810-8915-1AD660ECE96A,Panularan,Kota Surakarta,Kec. Laweyan,KB000338,-7.5741430,Makam Ki Padmosusastro ,064/M/1985,-,-,Prop. Jawa Tengah,1985-02-06 00:00:00.000
237,-,Jalan Kulon,Jalan Serayu,Alun-Alun Banyumas,Bekas Bangunan-Bangunan Karesidenan,109.2931610,07D776BA-BF55-4236-8ECD-C6F3457E8B06,Sudagaran,Kab. Banyumas,Kec. Banyumas,KB000354,-7.5168230,Masjid Agung Banyumas ,299/M/1999,Negara,-,Prop. Jawa Tengah,1999-11-29 00:00:00.000
238,-,Permukiman,Permukiman,Jalan Raya dan Alun-Alun,Permukiman,110.6372220,1732F96A-F18B-4192-85B0-EF53349413C5,Bintoro/Kauman,Kab. Demak,Kec. Demak,KB000335,-6.8944440,Masjid Agung Demak,049/M/1999,Negara,-,Prop. Jawa Tengah,1999-03-25 00:00:00.000
239,-,Permukiman Penduduk,Pasar Klewer,Alun-Alun Utara Kasunanan Surakarta,Permukiman Penduduk Kampung Kauman,110.8275480,062D6EDA-71B5-4CAB-A9C2-0A5AA7303FA7,-,Kota Surakarta,Kec. Pasarkliwon,KB000353,-7.5745930,Masjid Agung Surakarta Kauman ,299/M/1999,Negara,-,Prop. Jawa Tengah,1999-11-29 00:00:00.000
240,Majasem ,Permukiman,Permukiman,Jalan Kampung,Permukiman,110.4883240,BDC22CA5-5F58-4448-9C32-8271800EE189,Pakahan ,Kab. Klaten,Kec. Jogonalan,KB000374,-7.7840540,Masjid dan Makam Majasem,PM.57/PW.007/MKP/2010,-,Takmir Masjid dan BP3 Jawa Tengah,Prop. Jawa Tengah,2010-06-22 00:00:00.000
241,Pakuncen,Sungai,Sungai,Jalan Sta. Legok,Rumah Penduduk,109.0843600,A40B9EF0-9B68-40EE-AEBD-B033BAD65348,Pakuncen,Kab. Banyumas,Kec. Pekuncen,KB000401,-7.3536500,Masjid Darusalam,PM.57/PW.007/MKP/2010,Tanah Adat,Bp. Bambang Jauhari,Prop. Jawa Tengah,2010-06-22 00:00:00.000
242,Kajoran,Makam,Sungai,Jalan Desa,Pekarangan,110.5993050,0EE37682-2A48-448D-804C-AE17506FF8A5,Kajoran,Kab. Klaten,Kec. Wedi,KB000402,-7.7524450,Masjid Kajoran,PM.57/PW.007/MKP/2010,Yayasan,Yayasan,Prop. Jawa Tengah,2010-06-22 00:00:00.000
243,Dk. Kauman,Pemakaman dan Jalan Jatirejo,Jalan Kebon Jati,Madrasah Ibtidaiyah Assyafiyyah,Tanah/Kebun Milik Bp. Samhudi,110.5723610,8683EB57-E4CD-4879-BFE7-75D2DC189B21,Jatirejo,Kab. Semarang,Kec. Suruh,KB000389,-7.3789170,Masjid Kauman Jatirejo/Masjid Suruh,PM.57/PW.007/MKP/2010,-,-,Prop. Jawa Tengah,2010-06-22 00:00:00.000
244,Jalan Layur,Jalan Layur,Permukiman,Sungai,Permukiman,110.4221550,B6C2BAEF-762F-48D4-B383-71A0B0B7CA81,Dadapsari,Kota Semarang,Kec. Semarang Utara,KB000388,-6.9663820,Masjid Layur/Masjid Menara,PM.57/PW.007/MKP/2010,-,Yayasan Menara,Prop. Jawa Tengah,2010-06-22 00:00:00.000
245,Loano,Jalan Pasareyan Gagak Handoko,Permukiman,Jalan,Jalan,110.0469110,EF7183AC-4824-41FA-8346-0A5689CD2ED9,Loano,Kab. Purworejo,Kec. Loano,KB000380,-7.6712870,Masjid Loano,PM.57/PW.007/MKP/2010,Pemerintah Desa,Takmir Masjid Loano,Prop. Jawa Tengah,2010-06-22 00:00:00.000
246,Kauman,Pekarangan Penduduk,Pekarangan Penduduk,Pekarangan Penduduk,Jalan Kampung,110.0235860,615BA3E6-45EC-43C8-92DE-A20C098C07E7,Bagelan,Kab. Purworejo,Kec. Bagelen,KB000385,-7.8289740,Masjid Sunan Geseng,PM.57/PW.007/MKP/2010,Pemerintah Desa,Takmir Masjid,Prop. Jawa Tengah,2010-06-22 00:00:00.000
247,Jalan Gajah Mada 59,Permukiman,Jalan,Jalan Bunderan,Permukiman dan Perkantoran,110.8184050,01826A26-3551-4394-8913-EFB84C59AEDE,Timuran,Kota Surakarta,Kec. Banjarsari,KB000391,-7.5649020,Monumen Pers Nasional,PM.57/PW.007/MKP/2010,Departemen Kominfo,Departemen Kominfo,Prop. Jawa Tengah,2010-06-22 00:00:00.000
248,Jalan Stasiun No. 1 Ambarawa,Jalan,Permukiman Penduduk,Jalan,Jalan Tumenggungan,110.4012650,91853B13-1A02-478A-B9D5-AFF38E80887A,Ambarawa ,Kab. Semarang,Kec. Ambarawa,KB000378,-7.2654210,Museum Kereta Api Ambarawa,PM.57/PW.007/MKP/2010,DAOP IV PT. KAI Semarang,DAOP IV PT. KAI Semarang,Prop. Jawa Tengah,2010-06-22 00:00:00.000
249,Papahan,Gedung SMP,Persawahan,Permukiman,Persawahan,110.9290700,5A959194-132F-4AA5-A819-BED4CB23AC89,Papahan,Kab. Karanganyar,Kec. Tasikmadu,KB000403,-7.5768870,Pabrik Gula Tasik Madu,PM.57/PW.007/MKP/2010,Mangkunegaraan,PG. Tasik Madu,Prop. Jawa Tengah,2010-06-22 00:00:00.000
250,H. Agus Salim,Jalan Alun-Alun Barat,Jalan Kranggan,Jalan Padamaran,Jalan H. Agus Salim,110.4242730,73BA7A29-26CD-420B-8C67-5085176BCF72,-,Kota Semarang,Kec. Semarang Timur,KB000355,-6.9719630,Pasar Johar,PM.03/PW.007/MKP/2010,Pemerintah Kota Semarang,-,Prop. Jawa Tengah,2010-01-08 00:00:00.000
251,Kadilangu,Gg. Nglorong,Gg. Nglorong,Pekarangan,Jalan Raden Sahid,110.6486390,4DEF1EFB-BAA8-4EF9-A5AA-8D6F5C035B34,Kadilangu,Kab. Demak,Kec. Demak,KB000405,-6.9002500,Pendopo Notobratan Kadilangu,PM.57/PW.007/MKP/2010,Yayasan Sunan Kalijaga,Yayasan Sunan Kalijaga,Prop. Jawa Tengah,2010-06-22 00:00:00.000
252,-,Ladang,Ladang,Ladang,Ladang,111.4080380,3F17EC70-54BB-424A-827B-68B8DF15F625,Punjulharjo,Kab. Purbalingga,Kec. Rembang,KB000395,-6.6961870,Perahu Kuno Rembang,PM.57/PW.007/MKP/2010,Pemkab Rembang,Pemkab Rembang dan BP3 Jawa Tengah,Prop. Jawa Tengah,2010-06-22 00:00:00.000
253,-,Jalan Desa,Jalan Desa,Sungai Bengawan Solo,Jalan Desa,110.8122470,0075CAAD-FED9-4D04-8A05-F310D9551204,Langenharjo,Kab. Sukoharjo,Kec. Grogol,KB000371,-7.6152780,Pesanggrahan Langenharjo ,PM.24/PW.007/MKP/2007,Keraton Kasunanan Surakarta,Keraton Kasunanan Surakarta,Prop. Jawa Tengah,2007-03-26 00:00:00.000
254,DK. Gondang Winangun,Jalan Desa,Jalan Raya Jogja-Solo,Polsek Jogonalan (Jalan Desa ke Karangnongko),Persawahan,110.5630160,150E4405-14E0-4613-8643-A987BE27631C,Plawikan,Kab. Klaten,Kec. Jogonalan,KB000376,-7.7207570,Pg. Gondang Baru,PM.57/PW.007/MKP/2010,PTPN IX,PTPN IX,Prop. Jawa Tengah,2010-06-22 00:00:00.000
255,Jalan A. Yani 169,Perumahan Departemen Kesehatan,Ruko,Jalan Raya,Perumahan Penduduk,110.2191800,970954F0-0CB7-4750-A76C-A0CFB7C29B21,Keramat ,Kota Magelang,Kec. Magelang Utara,KB000382,-7.4501760,Rumah Sakit Jiwa Prof. Dr. Soeroyo,PM.57/PW.007/MKP/2010,Departemen Kesehatan,Departemen Kesehatan,Prop. Jawa Tengah,2010-06-22 00:00:00.000
256,-,Jalan dan Permukiman Penduduk,Bukit,Bukit,Bukit,111.0225000,D1A61B8B-5CA6-4C4B-8FC1-D197773B9523,Tawangmangu,Kab. Karanganyar,Kec. Tawangmangu,KB000363,-7.6722220,Situs Menggung,PM.03/PW.007/MKP/2010,Pemerintah,Suaka Peninggalan Sejarah dan Purbakala Jawa Tengah,Prop. Jawa Tengah,2010-01-08 00:00:00.000
257,-,Ladang Penduduk,Ladang Penduduk,Kali Jubleg,Jalan Desa,111.1326150,982894F1-AA8F-47FF-82E7-C3A63FECC14C,Tambak,Kab. Karanganyar,Kec. Ngargoyoso,KB000400,-7.6352730,Situs Plaggatan,PM.57/PW.007/MKP/2010,BP3 Jawa Tengah,BP3 Jawa Tengah,Prop. Jawa Tengah,2010-06-22 00:00:00.000
258,Jalan Kapt. P. Tendean No 81 ,Pertokoan,Permukiman,SMA Muhammadiyah,Alun-alun,109.3628000,BC628F3F-7A3C-4CB5-8DA6-7F91255383FB,-,Kab. Purbalingga,Kec. Purbalingga,KB000392,-7.3902000,SMP Negeri 1 Purbalingga,PM.57/PW.007/MKP/2010,-,"SMP Dinas Pendidikan dan Kebudayaan, Purbalingga",Prop. Jawa Tengah,2010-06-22 00:00:00.000
259,Jalan Stasiun Tawang,Permukiman,Jalan Raya,Permukiman Penduduk,Permukiman/Gudang,110.4279510,63698E1B-278C-4406-9DD1-8F1D7BA2698F,-,Kota Semarang,Kec. Semarang Utara,KB000383,-6.9644180,Stasiun Tawang,PM.57/PW.007/MKP/2010,PT. KAI,PT. KAI,Prop. Jawa Tengah,2010-06-22 00:00:00.000
260,-,,,,,110.2092730,D7A0A956-5D6E-4315-B38E-ED21FAA9EC43,-,Kab. Magelang,Kec. Borobudur,KB000336,-7.6067740,Taman Wisata Candi Borobudur,Keppres No. 1 Tahun 1992,,,Prop. Jawa Tengah,
261,Jln. Raya Jogja-Solo,Desa Bogem,Desa Karangasem,Desa Tlogo Baru,Desa Pulirejo,110.4919928,21C69095-946C-4A0A-BB9A-82AFCF2CDC5B,Tlogo,Kab. Klaten,Kec. Prambanan,KB000337,-7.7520527,Taman Wisata Candi Prambanan,157/M/1998,Suaka D.I. Yogyakarta,-,Prop. Jawa Tengah,1998-07-01 00:00:00.000
262,-,Tangan Bangunan Milik Penduduk,Jalan Desa dan Saluran Air,Tanah Kas Desa,Jalan Raya dan Perumahan Penduduk,110.6752780,08C56D59-A4AC-47A0-82D9-D05D0966A4EB,Bendan ,Kab. Boyolali,Kec. Banyudono,KB000361,-7.5524720,Umbul Pengging,PM.03/PW.007/MKP/2010,Pemerintah Kabupaten Boyolali,-,Prop. Jawa Tengah,2010-01-08 00:00:00.000
263,Ahmad Yani Nomor 121,Permukiman Penduduk,Toko Sari Ilmu,Jalan Jenderal Ahmad Yani,Toko Ramayana,110.3657900,07837D19-2A50-4970-850B-285777CA5E3A,Sosromenduran,Kota Yogyakarta,Kec. Gedongtengen,KB000119,-7.7927500,Apotik Kimia Farma Cabang Yogyakarta (I),PM.25/PW.007/MKP/2007,PT. Kimia Farma,PT. Kimia Farma,Prop. D.I. Yogyakarta,2007-03-26 00:00:00.000
264,-,Jalan Yos Sudarso,Jalan Atmosukarto,Jalan Kalipan Timur,SMU Bopkri I dan UKDW,110.3762320,C1768016-A35C-4EF5-A200-D106DC2D59B6,Kotabaru,Kota Yogyakarta,Kec. Gondokusuman,KB001553,-7.7883010,Asrama Kompi Kotabaru,PM.89/PW.007/MKP/2011,Sultan Ground,Korem 072/Pamungkas,Prop. D.I. Yogyakarta,2011-10-17 00:00:00.000
265,-,Asrama Sulawesi Tengah,Rumah Penduduk,Rumah Penduduk,Jalan Bintaran Tengah,110.3741790,2A0D5B20-5503-49AB-9BCF-FAADA00E262D,Wirogunan,Kota Yogyakarta,Kec. Mergangsan,KB001584,-7.8027340,"Asrama Mahasiswa Kalimantan Barat ""Rahadi Osmani""",PM.89/PW.007/MKP/2011,Pemerintah Provinsi Kalimantan Barat,Mahasiswa Kalimantan Barat,Prop. D.I. Yogyakarta,2011-10-17 00:00:00.000
266,-,SMK BOPKRI,Rumah Penduduk,Asrama Putra Kalimantan Barat,Jalan Bintaran Tengah,110.3739250,0FF9EB27-681B-425A-B92A-731683DA9ED0,Wirogunan,Kota Yogyakarta,Kec. Mergangsan,KB001585,-7.8027240,Asrama Putra Mahasiswa Sulawesi Tengah,PM.89/PW.007/MKP/2011,Pemerintah Provinsi Sulawesi Tengah,Mahasiswa Sulawesi Tengah,Prop. D.I. Yogyakarta,2011-10-17 00:00:00.000
267,-,Rumah Penduduk,Jalan Bintaran Tengah,Rumah Penduduk,Gedung PD Muhammadiyah,110.3735720,B9767030-2607-45D7-99DB-4539F86D24B8,Wirogunan,Kota Yogyakarta,Kec. Mergangsan,KB001586,-7.8026330,Asrama Putri Bundo Kanduang,PM.89/PW.007/MKP/2011,Pemerintah Provinsi Sumatera Barat,Pemerintah Provinsi Sumatera Barat,Prop. D.I. Yogyakarta,2011-10-17 00:00:00.000
268,-,Gedung Muhammadiyah,Permukiman Penduduk,Permukiman Penduduk,Jalan Sultan Agung,110.3736270,733DE797-8B1B-473C-9D04-B9168A3C5855,Wirogunan,Kota Yogyakarta,Kec. Mergangsan,KB001602,-7.7837830,Asrama Saweri Gading,PM.89/PW.007/MKP/2011,Pemerintah Provinsi Sulawesi Selatan,IKAMI Sulawesi Selatan,Prop. D.I. Yogyakarta,2011-10-17 00:00:00.000
269,Pangeran Diponegoro No.70 ,Rumah Saudara Predy Tiana Cs (Toko Trubus) dan Rumah Ny. Slamet Handayani,Jalan Diponegoro,Rumah Saudara Ibnu Mukmin dan Angkling Wijaya (Toko Dian),Jalan Poncowinatan,110.3621610,3E467C96-E3B0-43FC-8145-F774EA4A4645,-,Kota Yogyakarta,Kec. Jetis,KB000074,-7.7831860,Bangunan/gedung dengan halaman dan lingkungan bekas Kantor Pengurus Ikatan Pelajar Indonesia,0777/M/1987,-,-,Prop. D.I. Yogyakarta,1987-12-05 00:00:00.000
270,Magelang No. 41,Makam Bangunrejo II,"Balai RK Bangunrejo, Rumah Saudara Siswa Atmaja, Ny. Slamet, dan Ny. Surat",Jalan Raya Yogyakarta - Magelang,Rumah Saudara Harto Umar dan Ny. drg. Efendi,110.3602780,0F02AAEA-B22D-44C9-93EA-900887DE1134,-,Kota Yogyakarta,Kec. Tegalrejo,KB000076,-7.7794440,Bangunan/gedung dengan halaman dan lingkungan bekas Markas Batalyon 300 Tentara Pelajar,0777/M/1987,-,-,Prop. D.I. Yogyakarta,1987-12-05 00:00:00.000
271,Pakuningratan No. 38,Rumah Saudara Drs. Pramono,Jalan Pakuningratan,Rumah Saudara dr. Suliantoro S.,"Rumah Saudara Drs. Irfan dan Gedung SMA/STM Taman Madya, Taman Karya",110.3645720,D0F4226F-F5E9-4DDA-9B68-195CABA2C5FF,-,Kota Yogyakarta,Kec. Tegalrejo,KB000075,-7.7804330,Bangunan/gedung dengan halaman dan lingkungan bekas Markas Tentara Pelajar Pusat,0777/M/1987,-,-,Prop. D.I. Yogyakarta,1987-12-05 00:00:00.000
272,Jl. Jendral A. Yani Nomor 6,Jalan Jenderal A. Yani,Jalan Panembahan Senopati,Kantor Taman Budaya dan Taman Pintar,Jalan Pabringan,110.3658370,09690277-CDE4-44A7-BBC2-3A20D46BE513,Ngupasan,Kota Yogyakarta,Kec. Gondomanan,KB000951,-7.8003680,Benteng Vredeburg,0224/U/1981,Kasultanan Ngayogyakarta Hadiningrat,Kementerian Pendidikan dan Kebudayaan Republik Indonesia,Prop. D.I. Yogyakarta,1981-07-15 00:00:00.000
273,-,Kebun Penduduk,Kebun Penduduk,"Kebun Penduduk, Pemukiman Penduduk",Kebun Penduduk,110.4969440,C4B151CA-02F3-454C-926F-D93F9ECD0DC6,Sambirejo,Kab. Sleman,Kec. Prambanan,KB000093,-7.7755560,Candi Barong ,PM.25/PW.007/MKP/2007,Negara,BPPP D.I. Yogyakarta,Prop. D.I. Yogyakarta,2007-03-26 00:00:00.000
274,Jln. Raya Jogja-Solo,Desa Bogem,Desa Karangasem,Desa Tlogo Baru,Desa Pulirejo,110.4913890,2DB275CB-EDA4-4B73-B644-494C70DC2D11,Bokoharjo,Kab. Sleman,Kec. Prambanan,KB000072,-7.7519440,Candi Prambanan,Kepmenbudpar Nomor: 157/M/1998,Suaka D.I.Yogyakarta,Suaka D.I.Yogyakarta,Prop. D.I. Yogyakarta,1998-07-01 00:00:00.000
275,-,Permukiman Penduduk,Permukiman Penduduk,Permukiman Penduduk,Permukiman Penduduk,110.4738890,29941FF1-A1C8-43CE-919D-BC47D8D5EE26,Tirtomartani,Kab. Sleman,Kec. Kalasan,KB000094,-7.7613890,Candi Sari,PM.25/PW.007/MKP/2007,BPPP D.I. Yogyakarta,BPPP D.I. Yogyakarta,Prop. D.I. Yogyakarta,2007-03-26 00:00:00.000
276,-,Rumah Penduduk,Jalan Rootowijayan,Museum Kereta,Jalan Nyai Ahmad Dahlan,110.3615040,B5509E6C-CBD9-46D2-8FB5-A1B67800FE0A,Kadipaten,Kota Yogyakarta,Kec. Kraton,KB001572,-7.8061520,Dalem Benawan,PM.89/PW.007/MKP/2011,Keraton Yogyakarta,Ahli Waris KGPH Benawa,Prop. D.I. Yogyakarta,2011-10-17 00:00:00.000
